Location,Type,Category,Description,Price,Date,Rooms,Surface
El Menzah 9,Vente,Maisons,Villa jumlee à menzah 9,730 000,19/12/2024,N/A,282 m²
Cite Ennasr 1,Vente,App. 2 pièc,S1 de haut standing a en,180 000,19/12/2024,1,56 m²
El Menzah 9,Location,App. 2 pièc,S1 meublé menzah 9c,1 300,19/12/2024,1,80 m²
Bou Mhel,Vente,Autre,Font de commerce café a boumh,90 000,19/12/2024,N/A,140 m²
Cite Ennasr 2,Location,App. 3 pièc,Appartement s2 à ennasr,1 200,19/12/2024,2,125 m²
Bou Mhel,Location,Autre,Dépôt à boumhal bassatine,900,19/12/2024,N/A,120 m²
El Aouina,Vente,App. 5 pièc,Appartement s4 a l'aouin,420 000,19/12/2024,4,200 m²
La Mannouba,Terrain,Terrain nu,Terrain 8000 m2 a sangaj,2 400 000,19/12/2024,N/A,8 000 m²
Bou Mhel,Location,Autre,Dépôt à boumhal bassatine,900,19/12/2024,N/A,120 m²
El Aouina,Vente,App. 5 pièc,Appartement s4 a l'aouin,420 000,19/12/2024,4,200 m²
La Mannouba,Terrain,Terrain nu,Terrain 8000 m2 a sangaj,2 400 000,19/12/2024,N/A,8 000 m²
Ain Zaghouan,Location,Surfaces,Depot ain zaghouan tel 5,2 200,19/12/2024,N/A,300 m²
Ain Zaghouan,Vente,App. 2 pièc,S plus 1 ain zaghouan su,205 000,19/12/2024,1,64 m²
El Aouina,Vente,App. 4 pièc,S plus 4 cite el wahat p,365 000,19/12/2024,3,186 m²
El Aouina,Location,App. 3 pièc,Apprt  s 2 à ariana,1 300,19/12/2024,2,150 m²
Bou Mhel,Location,App. 1 pièc,Bureau s0 a boumhel,480,19/12/2024,0,70 m²
Naassen,Terrain,Terrain agr,Terrain à naassen,2 000 000,19/12/2024,N/A,41 000 m²
El Mourouj,Vente,App. 3 pièc,Appartement mourouj 6 s2,230 000,19/12/2024,2,109 m²
El Mourouj,Vente,Duplex,Duplex cité riadh,170 000,19/12/2024,N/A,80 m²
Jardins de Cart,Location,App. 3 pièc,Apprt s2 meublé à  j,2 200,19/12/2024,2,125 m²
Bir Bouregba,Location,Maisons,Villa myosotis ref l2993,4 500,19/12/2024,N/A,N/A
El Menzah 9,Location,App. 4 pièc,Appart s3 haut standing,2 200,19/12/2024,3,160 m²
Bizerte,Location,App. 2 pièc,Un appartement meuble ha,900,19/12/2024,1,N/A
Bizerte,Location,App. 2 pièc,Appartement meublée,750,19/12/2024,1,N/A
El Menzah 5,Bureaux & Commer,Bureau,Bureau a3 haut standing,1 550,19/12/2024,N/A,150 m²
Cite Ennasr 2,Location,Maisons,Villa s7 avec jardin et,4 500,19/12/2024,7,700 m²
Cite Ennasr 2,Location,App. 2 pièc,Appart s1 meublé haut st,1 200,19/12/2024,1,70 m²
El Menzah 9,Location,App. 3 pièc,Un appartement s 2 haut,1 350,19/12/2024,2,110 m²
Kheireddine,Vente,Maisons,Réf 88v belle villa sur 2 niv,1 450 000,19/12/2024,N/A,500 m²
Hammamet,Vente,Maisons,Réf 84v magnifique villa avec,830 000,19/12/2024,N/A,750 m²
Casino La Goule,Location,App. 2 pièc,Appartement s1 meublé aux la,700,19/12/2024,1,50 m²
El Aouina,Location,App. 3 pièc,Appartement s2 vide aux aouin,1 300,19/12/2024,2,90 m²
Marsa Safsaf,Location,App. 3 pièc,Etage indépendante meublé aux,3 500,19/12/2024,2,100 m²
Montplaisir,Bureaux & Commer,Bureau,Grand bureau 4 pieces propre,1 050,19/12/2024,N/A,130 m²
Montplaisir,Bureaux & Commer,Bureau,Openspace au rez de chausee b,3 200,19/12/2024,N/A,250 m²
Berge Du Lac,Location,Duplex,Duplex lux avec jardin au lac,3 500,19/12/2024,N/A,350 m²
Riadh Landlous,Bureaux & Commer,Bureau,S1 bureautique ou habita,900,19/12/2024,1,70 m²
El Omrane,Location,App. 5 pièc,Rdc de villa à omran ric,2 800,19/12/2024,4,N/A
Bab El Khadra,Location,App. 3 pièc,S2 neuf meublé au centre,1 200,19/12/2024,2,70 m²
Cite Ennasr 2,Bureaux & Commer,Surfaces,Local 1300 d à ennasr 2,1 300,19/12/2024,N/A,60 m²
Bou Mhel,Terrain,Terrain nu,Terrain clôturé à boumhel bes,225 000,19/12/2024,N/A,325 m²
El Mourouj,Location,Surfaces,Local commercial à  mourouj 3,3 000,19/12/2024,N/A,315 m²
Bou Mhel,Location,Surfaces,Centre d' esthétique a  boumh,1 700,19/12/2024,N/A,60 m²
Cite Ennasr 2,Vente,App. 5 pièc,S4 spacieux et lumineux,700 000,19/12/2024,4,220 m²
Kelibia,Terrain,Terrain nu,Kelibia beach front de mer,650 000,19/12/2024,N/A,3 116 m²
El Mourouj,Bureaux & Commer,Gérance lib,Local commercial salon de coi,1 200,19/12/2024,N/A,25 m²
Ezzahra,Vente,App. 2 pièc,Residence la siesta,485 000,19/12/2024,1,124 m²
Monfleury,Vente,Maisons,Appartement jihen montfl,200 000,19/12/2024,N/A,114 m²
Naassen,Vente,Maisons,Maison naassen,240 000,19/12/2024,N/A,N/A
El Mourouj,Location,Maisons,Étage de maison,650,19/12/2024,N/A,N/A
El Menzah 9,Vente,Maisons,Villa jumlee à menzah 9,730 000,19/12/2024,N/A,282 m²
Cite Ennasr 1,Vente,App. 2 pièc,S1 de haut standing a en,180 000,19/12/2024,1,56 m²
El Menzah 9,Location,App. 2 pièc,S1 meublé menzah 9c,1 300,19/12/2024,1,80 m²
Bou Mhel,Vente,Autre,Font de commerce café a boumh,90 000,19/12/2024,N/A,140 m²
Cite Ennasr 2,Location,App. 3 pièc,Appartement s2 à ennasr,1 200,19/12/2024,2,125 m²
Bou Mhel,Location,Autre,Dépôt à boumhal bassatine,900,19/12/2024,N/A,120 m²
El Aouina,Vente,App. 5 pièc,Appartement s4 a l'aouin,420 000,19/12/2024,4,200 m²
La Mannouba,Terrain,Terrain nu,Terrain 8000 m2 a sangaj,2 400 000,19/12/2024,N/A,8 000 m²
Bou Mhel,Location,Autre,Dépôt à boumhal bassatine,900,19/12/2024,N/A,120 m²
El Aouina,Vente,App. 5 pièc,Appartement s4 a l'aouin,420 000,19/12/2024,4,200 m²
La Mannouba,Terrain,Terrain nu,Terrain 8000 m2 a sangaj,2 400 000,19/12/2024,N/A,8 000 m²
Ain Zaghouan,Location,Surfaces,Depot ain zaghouan tel 5,2 200,19/12/2024,N/A,300 m²
Ain Zaghouan,Vente,App. 2 pièc,S plus 1 ain zaghouan su,205 000,19/12/2024,1,64 m²
El Aouina,Vente,App. 4 pièc,S plus 4 cite el wahat p,365 000,19/12/2024,3,186 m²
El Aouina,Location,App. 3 pièc,Apprt  s 2 à ariana,1 300,19/12/2024,2,150 m²
Bou Mhel,Location,App. 1 pièc,Bureau s0 a boumhel,480,19/12/2024,0,70 m²
Naassen,Terrain,Terrain agr,Terrain à naassen,2 000 000,19/12/2024,N/A,41 000 m²
El Mourouj,Vente,App. 3 pièc,Appartement mourouj 6 s2,230 000,19/12/2024,2,109 m²
El Mourouj,Vente,Duplex,Duplex cité riadh,170 000,19/12/2024,N/A,80 m²
Jardins de Cart,Location,App. 3 pièc,Apprt s2 meublé à  j,2 200,19/12/2024,2,125 m²
Bir Bouregba,Location,Maisons,Villa myosotis ref l2993,4 500,19/12/2024,N/A,N/A
El Menzah 9,Location,App. 4 pièc,Appart s3 haut standing,2 200,19/12/2024,3,160 m²
Bizerte,Location,App. 2 pièc,Un appartement meuble ha,900,19/12/2024,1,N/A
Bizerte,Location,App. 2 pièc,Appartement meublée,750,19/12/2024,1,N/A
El Menzah 5,Bureaux & Commer,Bureau,Bureau a3 haut standing,1 550,19/12/2024,N/A,150 m²
Cite Ennasr 2,Location,Maisons,Villa s7 avec jardin et,4 500,19/12/2024,7,700 m²
Cite Ennasr 2,Location,App. 2 pièc,Appart s1 meublé haut st,1 200,19/12/2024,1,70 m²
El Menzah 9,Location,App. 3 pièc,Un appartement s 2 haut,1 350,19/12/2024,2,110 m²
Kheireddine,Vente,Maisons,Réf 88v belle villa sur 2 niv,1 450 000,19/12/2024,N/A,500 m²
Hammamet,Vente,Maisons,Réf 84v magnifique villa avec,830 000,19/12/2024,N/A,750 m²
Casino La Goule,Location,App. 2 pièc,Appartement s1 meublé aux la,700,19/12/2024,1,50 m²
El Aouina,Location,App. 3 pièc,Appartement s2 vide aux aouin,1 300,19/12/2024,2,90 m²
Marsa Safsaf,Location,App. 3 pièc,Etage indépendante meublé aux,3 500,19/12/2024,2,100 m²
Montplaisir,Bureaux & Commer,Bureau,Grand bureau 4 pieces propre,1 050,19/12/2024,N/A,130 m²
Montplaisir,Bureaux & Commer,Bureau,Openspace au rez de chausee b,3 200,19/12/2024,N/A,250 m²
Berge Du Lac,Location,Duplex,Duplex lux avec jardin au lac,3 500,19/12/2024,N/A,350 m²
Riadh Landlous,Bureaux & Commer,Bureau,S1 bureautique ou habita,900,19/12/2024,1,70 m²
El Omrane,Location,App. 5 pièc,Rdc de villa à omran ric,2 800,19/12/2024,4,N/A
Bab El Khadra,Location,App. 3 pièc,S2 neuf meublé au centre,1 200,19/12/2024,2,70 m²
Cite Ennasr 2,Bureaux & Commer,Surfaces,Local 1300 d à ennasr 2,1 300,19/12/2024,N/A,60 m²
Bou Mhel,Terrain,Terrain nu,Terrain clôturé à boumhel bes,225 000,19/12/2024,N/A,325 m²
El Mourouj,Location,Surfaces,Local commercial à  mourouj 3,3 000,19/12/2024,N/A,315 m²
Bou Mhel,Location,Surfaces,Centre d' esthétique a  boumh,1 700,19/12/2024,N/A,60 m²
Cite Ennasr 2,Vente,App. 5 pièc,S4 spacieux et lumineux,700 000,19/12/2024,4,220 m²
Kelibia,Terrain,Terrain nu,Kelibia beach front de mer,650 000,19/12/2024,N/A,3 116 m²
El Mourouj,Bureaux & Commer,Gérance lib,Local commercial salon de coi,1 200,19/12/2024,N/A,25 m²
Ezzahra,Vente,App. 2 pièc,Residence la siesta,485 000,19/12/2024,1,124 m²
Monfleury,Vente,Maisons,Appartement jihen montfl,200 000,19/12/2024,N/A,114 m²
Naassen,Vente,Maisons,Maison naassen,240 000,19/12/2024,N/A,N/A
El Mourouj,Location,Maisons,Étage de maison,650,19/12/2024,N/A,N/A
El Menzah 9,Vente,Maisons,Villa jumlee à menzah 9,730 000,19/12/2024,N/A,282 m²
Cite Ennasr 1,Vente,App. 2 pièc,S1 de haut standing a en,180 000,19/12/2024,1,56 m²
El Menzah 9,Location,App. 2 pièc,S1 meublé menzah 9c,1 300,19/12/2024,1,80 m²
Bou Mhel,Vente,Autre,Font de commerce café a boumh,90 000,19/12/2024,N/A,140 m²
Cite Ennasr 2,Location,App. 3 pièc,Appartement s2 à ennasr,1 200,19/12/2024,2,125 m²
Bou Mhel,Location,Autre,Dépôt à boumhal bassatine,900,19/12/2024,N/A,120 m²
El Aouina,Vente,App. 5 pièc,Appartement s4 a l'aouin,420 000,19/12/2024,4,200 m²
La Mannouba,Terrain,Terrain nu,Terrain 8000 m2 a sangaj,2 400 000,19/12/2024,N/A,8 000 m²
Bou Mhel,Location,Autre,Dépôt à boumhal bassatine,900,19/12/2024,N/A,120 m²
El Aouina,Vente,App. 5 pièc,Appartement s4 a l'aouin,420 000,19/12/2024,4,200 m²
La Mannouba,Terrain,Terrain nu,Terrain 8000 m2 a sangaj,2 400 000,19/12/2024,N/A,8 000 m²
Ain Zaghouan,Location,Surfaces,Depot ain zaghouan tel 5,2 200,19/12/2024,N/A,300 m²
Ain Zaghouan,Vente,App. 2 pièc,S plus 1 ain zaghouan su,205 000,19/12/2024,1,64 m²
El Aouina,Vente,App. 4 pièc,S plus 4 cite el wahat p,365 000,19/12/2024,3,186 m²
El Aouina,Location,App. 3 pièc,Apprt  s 2 à ariana,1 300,19/12/2024,2,150 m²
Bou Mhel,Location,App. 1 pièc,Bureau s0 a boumhel,480,19/12/2024,0,70 m²
Naassen,Terrain,Terrain agr,Terrain à naassen,2 000 000,19/12/2024,N/A,41 000 m²
El Mourouj,Vente,App. 3 pièc,Appartement mourouj 6 s2,230 000,19/12/2024,2,109 m²
El Mourouj,Vente,Duplex,Duplex cité riadh,170 000,19/12/2024,N/A,80 m²
Jardins de Cart,Location,App. 3 pièc,Apprt s2 meublé à  j,2 200,19/12/2024,2,125 m²
Bir Bouregba,Location,Maisons,Villa myosotis ref l2993,4 500,19/12/2024,N/A,N/A
El Menzah 9,Location,App. 4 pièc,Appart s3 haut standing,2 200,19/12/2024,3,160 m²
Bizerte,Location,App. 2 pièc,Un appartement meuble ha,900,19/12/2024,1,N/A
Bizerte,Location,App. 2 pièc,Appartement meublée,750,19/12/2024,1,N/A
El Menzah 5,Bureaux & Commer,Bureau,Bureau a3 haut standing,1 550,19/12/2024,N/A,150 m²
Cite Ennasr 2,Location,Maisons,Villa s7 avec jardin et,4 500,19/12/2024,7,700 m²
Cite Ennasr 2,Location,App. 2 pièc,Appart s1 meublé haut st,1 200,19/12/2024,1,70 m²
El Menzah 9,Location,App. 3 pièc,Un appartement s 2 haut,1 350,19/12/2024,2,110 m²
Kheireddine,Vente,Maisons,Réf 88v belle villa sur 2 niv,1 450 000,19/12/2024,N/A,500 m²
Hammamet,Vente,Maisons,Réf 84v magnifique villa avec,830 000,19/12/2024,N/A,750 m²
Casino La Goule,Location,App. 2 pièc,Appartement s1 meublé aux la,700,19/12/2024,1,50 m²
El Aouina,Location,App. 3 pièc,Appartement s2 vide aux aouin,1 300,19/12/2024,2,90 m²
Marsa Safsaf,Location,App. 3 pièc,Etage indépendante meublé aux,3 500,19/12/2024,2,100 m²
Montplaisir,Bureaux & Commer,Bureau,Grand bureau 4 pieces propre,1 050,19/12/2024,N/A,130 m²
Montplaisir,Bureaux & Commer,Bureau,Openspace au rez de chausee b,3 200,19/12/2024,N/A,250 m²
Berge Du Lac,Location,Duplex,Duplex lux avec jardin au lac,3 500,19/12/2024,N/A,350 m²
Riadh Landlous,Bureaux & Commer,Bureau,S1 bureautique ou habita,900,19/12/2024,1,70 m²
El Omrane,Location,App. 5 pièc,Rdc de villa à omran ric,2 800,19/12/2024,4,N/A
Bab El Khadra,Location,App. 3 pièc,S2 neuf meublé au centre,1 200,19/12/2024,2,70 m²
Cite Ennasr 2,Bureaux & Commer,Surfaces,Local 1300 d à ennasr 2,1 300,19/12/2024,N/A,60 m²
Bou Mhel,Terrain,Terrain nu,Terrain clôturé à boumhel bes,225 000,19/12/2024,N/A,325 m²
El Mourouj,Location,Surfaces,Local commercial à  mourouj 3,3 000,19/12/2024,N/A,315 m²
Bou Mhel,Location,Surfaces,Centre d' esthétique a  boumh,1 700,19/12/2024,N/A,60 m²
Cite Ennasr 2,Vente,App. 5 pièc,S4 spacieux et lumineux,700 000,19/12/2024,4,220 m²
Kelibia,Terrain,Terrain nu,Kelibia beach front de mer,650 000,19/12/2024,N/A,3 116 m²
El Mourouj,Bureaux & Commer,Gérance lib,Local commercial salon de coi,1 200,19/12/2024,N/A,25 m²
Ezzahra,Vente,App. 2 pièc,Residence la siesta,485 000,19/12/2024,1,124 m²
Monfleury,Vente,Maisons,Appartement jihen montfl,200 000,19/12/2024,N/A,114 m²
Naassen,Vente,Maisons,Maison naassen,240 000,19/12/2024,N/A,N/A
El Mourouj,Location,Maisons,Étage de maison,650,19/12/2024,N/A,N/A
El Menzah 9,Vente,Maisons,Villa jumlee à menzah 9,730 000,19/12/2024,N/A,282 m²
Cite Ennasr 1,Vente,App. 2 pièc,S1 de haut standing a en,180 000,19/12/2024,1,56 m²
El Menzah 9,Location,App. 2 pièc,S1 meublé menzah 9c,1 300,19/12/2024,1,80 m²
Bou Mhel,Vente,Autre,Font de commerce café a boumh,90 000,19/12/2024,N/A,140 m²
Cite Ennasr 2,Location,App. 3 pièc,Appartement s2 à ennasr,1 200,19/12/2024,2,125 m²
Bou Mhel,Location,Autre,Dépôt à boumhal bassatine,900,19/12/2024,N/A,120 m²
El Aouina,Vente,App. 5 pièc,Appartement s4 a l'aouin,420 000,19/12/2024,4,200 m²
La Mannouba,Terrain,Terrain nu,Terrain 8000 m2 a sangaj,2 400 000,19/12/2024,N/A,8 000 m²
Bou Mhel,Location,Autre,Dépôt à boumhal bassatine,900,19/12/2024,N/A,120 m²
El Aouina,Vente,App. 5 pièc,Appartement s4 a l'aouin,420 000,19/12/2024,4,200 m²
La Mannouba,Terrain,Terrain nu,Terrain 8000 m2 a sangaj,2 400 000,19/12/2024,N/A,8 000 m²
Ain Zaghouan,Location,Surfaces,Depot ain zaghouan tel 5,2 200,19/12/2024,N/A,300 m²
Ain Zaghouan,Vente,App. 2 pièc,S plus 1 ain zaghouan su,205 000,19/12/2024,1,64 m²
El Aouina,Vente,App. 4 pièc,S plus 4 cite el wahat p,365 000,19/12/2024,3,186 m²
El Aouina,Location,App. 3 pièc,Apprt  s 2 à ariana,1 300,19/12/2024,2,150 m²
Bou Mhel,Location,App. 1 pièc,Bureau s0 a boumhel,480,19/12/2024,0,70 m²
Naassen,Terrain,Terrain agr,Terrain à naassen,2 000 000,19/12/2024,N/A,41 000 m²
El Mourouj,Vente,App. 3 pièc,Appartement mourouj 6 s2,230 000,19/12/2024,2,109 m²
El Mourouj,Vente,Duplex,Duplex cité riadh,170 000,19/12/2024,N/A,80 m²
Jardins de Cart,Location,App. 3 pièc,Apprt s2 meublé à  j,2 200,19/12/2024,2,125 m²
Bir Bouregba,Location,Maisons,Villa myosotis ref l2993,4 500,19/12/2024,N/A,N/A
El Menzah 9,Location,App. 4 pièc,Appart s3 haut standing,2 200,19/12/2024,3,160 m²
Bizerte,Location,App. 2 pièc,Un appartement meuble ha,900,19/12/2024,1,N/A
Bizerte,Location,App. 2 pièc,Appartement meublée,750,19/12/2024,1,N/A
El Menzah 5,Bureaux & Commer,Bureau,Bureau a3 haut standing,1 550,19/12/2024,N/A,150 m²
Cite Ennasr 2,Location,Maisons,Villa s7 avec jardin et,4 500,19/12/2024,7,700 m²
Cite Ennasr 2,Location,App. 2 pièc,Appart s1 meublé haut st,1 200,19/12/2024,1,70 m²
El Menzah 9,Location,App. 3 pièc,Un appartement s 2 haut,1 350,19/12/2024,2,110 m²
Kheireddine,Vente,Maisons,Réf 88v belle villa sur 2 niv,1 450 000,19/12/2024,N/A,500 m²
Hammamet,Vente,Maisons,Réf 84v magnifique villa avec,830 000,19/12/2024,N/A,750 m²
Casino La Goule,Location,App. 2 pièc,Appartement s1 meublé aux la,700,19/12/2024,1,50 m²
El Aouina,Location,App. 3 pièc,Appartement s2 vide aux aouin,1 300,19/12/2024,2,90 m²
Marsa Safsaf,Location,App. 3 pièc,Etage indépendante meublé aux,3 500,19/12/2024,2,100 m²
La Mannouba,Location,App. 1 pièc,Appt s plus 1 résidence,700,19/12/2024,0,65 m²
Zone urbaine no,Vente,App. 3 pièc,Appartement moderne  sup,590 000,19/12/2024,2,157 m²
Mutuelle Ville,Location,App. 3 pièc,Appartement usage bureau,2 000,19/12/2024,2,130 m²
Zone urbaine no,Bureaux & Commer,Bureau,Hall 2 au centre urbain,2 000,19/12/2024,N/A,95 m²
Montplaisir,Bureaux & Commer,Bureau,Grand bureau 4 pieces propre,1 050,19/12/2024,N/A,130 m²
Montplaisir,Bureaux & Commer,Bureau,Openspace au rez de chausee b,3 200,19/12/2024,N/A,250 m²
Berge Du Lac,Location,Duplex,Duplex lux avec jardin au lac,3 500,19/12/2024,N/A,350 m²
Riadh Landlous,Bureaux & Commer,Bureau,S1 bureautique ou habita,900,19/12/2024,1,70 m²
El Omrane,Location,App. 5 pièc,Rdc de villa à omran ric,2 800,19/12/2024,4,N/A
Bab El Khadra,Location,App. 3 pièc,S2 neuf meublé au centre,1 200,19/12/2024,2,70 m²
Cite Ennasr 2,Bureaux & Commer,Surfaces,Local 1300 d à ennasr 2,1 300,19/12/2024,N/A,60 m²
Bou Mhel,Terrain,Terrain nu,Terrain clôturé à boumhel bes,225 000,19/12/2024,N/A,325 m²
El Mourouj,Location,Surfaces,Local commercial à  mourouj 3,3 000,19/12/2024,N/A,315 m²
Bou Mhel,Location,Surfaces,Centre d' esthétique a  boumh,1 700,19/12/2024,N/A,60 m²
Cite Ennasr 2,Vente,App. 5 pièc,S4 spacieux et lumineux,700 000,19/12/2024,4,220 m²
Kelibia,Terrain,Terrain nu,Kelibia beach front de mer,650 000,19/12/2024,N/A,3 116 m²
El Mourouj,Bureaux & Commer,Gérance lib,Local commercial salon de coi,1 200,19/12/2024,N/A,25 m²
Ezzahra,Vente,App. 2 pièc,Residence la siesta,485 000,19/12/2024,1,124 m²
Monfleury,Vente,Maisons,Appartement jihen montfl,200 000,19/12/2024,N/A,114 m²
Naassen,Vente,Maisons,Maison naassen,240 000,19/12/2024,N/A,N/A
El Mourouj,Location,Maisons,Étage de maison,650,19/12/2024,N/A,N/A
El Menzah 9,Vente,Maisons,Villa jumlee à menzah 9,730 000,19/12/2024,N/A,282 m²
Cite Ennasr 1,Vente,App. 2 pièc,S1 de haut standing a en,180 000,19/12/2024,1,56 m²
El Menzah 9,Location,App. 2 pièc,S1 meublé menzah 9c,1 300,19/12/2024,1,80 m²
Bou Mhel,Vente,Autre,Font de commerce café a boumh,90 000,19/12/2024,N/A,140 m²
Monfleury,Vente,Maisons,Appartement jihen montfl,200 000,19/12/2024,N/A,114 m²
Naassen,Vente,Maisons,Maison naassen,240 000,19/12/2024,N/A,N/A
El Mourouj,Location,Maisons,Étage de maison,650,19/12/2024,N/A,N/A
El Menzah 9,Vente,Maisons,Villa jumlee à menzah 9,730 000,19/12/2024,N/A,282 m²
Cite Ennasr 1,Vente,App. 2 pièc,S1 de haut standing a en,180 000,19/12/2024,1,56 m²
El Menzah 9,Location,App. 2 pièc,S1 meublé menzah 9c,1 300,19/12/2024,1,80 m²
Bou Mhel,Vente,Autre,Font de commerce café a boumh,90 000,19/12/2024,N/A,140 m²
Cite Ennasr 2,Location,App. 3 pièc,Appartement s2 à ennasr,1 200,19/12/2024,2,125 m²
Bou Mhel,Location,Autre,Dépôt à boumhal bassatine,900,19/12/2024,N/A,120 m²
El Aouina,Vente,App. 5 pièc,Appartement s4 a l'aouin,420 000,19/12/2024,4,200 m²
La Mannouba,Terrain,Terrain nu,Terrain 8000 m2 a sangaj,2 400 000,19/12/2024,N/A,8 000 m²
Ain Zaghouan,Location,Surfaces,Depot ain zaghouan tel 5,2 200,19/12/2024,N/A,300 m²
Ain Zaghouan,Vente,App. 2 pièc,S plus 1 ain zaghouan su,205 000,19/12/2024,1,64 m²
El Aouina,Vente,App. 4 pièc,S plus 4 cite el wahat p,365 000,19/12/2024,3,186 m²
El Aouina,Location,App. 3 pièc,Apprt  s 2 à ariana,1 300,19/12/2024,2,150 m²
Bou Mhel,Location,App. 1 pièc,Bureau s0 a boumhel,480,19/12/2024,0,70 m²
Naassen,Terrain,Terrain agr,Terrain à naassen,2 000 000,19/12/2024,N/A,41 000 m²
El Mourouj,Vente,App. 3 pièc,Appartement mourouj 6 s2,230 000,19/12/2024,2,109 m²
El Mourouj,Vente,Duplex,Duplex cité riadh,170 000,19/12/2024,N/A,80 m²
Jardins de Cart,Location,App. 3 pièc,Apprt s2 meublé à  j,2 200,19/12/2024,2,125 m²
Bir Bouregba,Location,Maisons,Villa myosotis ref l2993,4 500,19/12/2024,N/A,N/A
El Menzah 9,Location,App. 4 pièc,Appart s3 haut standing,2 200,19/12/2024,3,160 m²
Bizerte,Location,App. 2 pièc,Un appartement meuble ha,900,19/12/2024,1,N/A
Bizerte,Location,App. 2 pièc,Appartement meublée,750,19/12/2024,1,N/A
El Menzah 5,Bureaux & Commer,Bureau,Bureau a3 haut standing,1 550,19/12/2024,N/A,150 m²
La Mannouba,Location,App. 1 pièc,Appt s plus 1 résidence,700,19/12/2024,0,65 m²
Zone urbaine no,Vente,App. 3 pièc,Appartement moderne  sup,590 000,19/12/2024,2,157 m²
Mutuelle Ville,Location,App. 3 pièc,Appartement usage bureau,2 000,19/12/2024,2,130 m²
Zone urbaine no,Bureaux & Commer,Bureau,Hall 2 au centre urbain,2 000,19/12/2024,N/A,95 m²
Montplaisir,Bureaux & Commer,Bureau,Grand bureau 4 pieces propre,1 050,19/12/2024,N/A,130 m²
Montplaisir,Bureaux & Commer,Bureau,Openspace au rez de chausee b,3 200,19/12/2024,N/A,250 m²
Berge Du Lac,Location,Duplex,Duplex lux avec jardin au lac,3 500,19/12/2024,N/A,350 m²
Riadh Landlous,Bureaux & Commer,Bureau,S1 bureautique ou habita,900,19/12/2024,1,70 m²
El Omrane,Location,App. 5 pièc,Rdc de villa à omran ric,2 800,19/12/2024,4,N/A
Bab El Khadra,Location,App. 3 pièc,S2 neuf meublé au centre,1 200,19/12/2024,2,70 m²
Cite Ennasr 2,Bureaux & Commer,Surfaces,Local 1300 d à ennasr 2,1 300,19/12/2024,N/A,60 m²
Bou Mhel,Terrain,Terrain nu,Terrain clôturé à boumhel bes,225 000,19/12/2024,N/A,325 m²
El Mourouj,Location,Surfaces,Local commercial à  mourouj 3,3 000,19/12/2024,N/A,315 m²
Bou Mhel,Location,Surfaces,Centre d' esthétique a  boumh,1 700,19/12/2024,N/A,60 m²
Cite Ennasr 2,Vente,App. 5 pièc,S4 spacieux et lumineux,700 000,19/12/2024,4,220 m²
Kelibia,Terrain,Terrain nu,Kelibia beach front de mer,650 000,19/12/2024,N/A,3 116 m²
El Mourouj,Bureaux & Commer,Gérance lib,Local commercial salon de coi,1 200,19/12/2024,N/A,25 m²
Ezzahra,Vente,App. 2 pièc,Residence la siesta,485 000,19/12/2024,1,124 m²
Monfleury,Vente,Maisons,Appartement jihen montfl,200 000,19/12/2024,N/A,114 m²
Naassen,Vente,Maisons,Maison naassen,240 000,19/12/2024,N/A,N/A
El Mourouj,Location,Maisons,Étage de maison,650,19/12/2024,N/A,N/A
El Menzah 9,Vente,Maisons,Villa jumlee à menzah 9,730 000,19/12/2024,N/A,282 m²
Cite Ennasr 1,Vente,App. 2 pièc,S1 de haut standing a en,180 000,19/12/2024,1,56 m²
El Menzah 9,Location,App. 2 pièc,S1 meublé menzah 9c,1 300,19/12/2024,1,80 m²
Bou Mhel,Vente,Autre,Font de commerce café a boumh,90 000,19/12/2024,N/A,140 m²
Monfleury,Vente,Maisons,Appartement jihen montfl,200 000,19/12/2024,N/A,114 m²
Naassen,Vente,Maisons,Maison naassen,240 000,19/12/2024,N/A,N/A
El Mourouj,Location,Maisons,Étage de maison,650,19/12/2024,N/A,N/A
El Menzah 9,Vente,Maisons,Villa jumlee à menzah 9,730 000,19/12/2024,N/A,282 m²
Cite Ennasr 1,Vente,App. 2 pièc,S1 de haut standing a en,180 000,19/12/2024,1,56 m²
El Menzah 9,Location,App. 2 pièc,S1 meublé menzah 9c,1 300,19/12/2024,1,80 m²
Bou Mhel,Vente,Autre,Font de commerce café a boumh,90 000,19/12/2024,N/A,140 m²
Cite Ennasr 2,Location,App. 3 pièc,Appartement s2 à ennasr,1 200,19/12/2024,2,125 m²
Bou Mhel,Location,Autre,Dépôt à boumhal bassatine,900,19/12/2024,N/A,120 m²
El Aouina,Vente,App. 5 pièc,Appartement s4 a l'aouin,420 000,19/12/2024,4,200 m²
La Mannouba,Terrain,Terrain nu,Terrain 8000 m2 a sangaj,2 400 000,19/12/2024,N/A,8 000 m²
Ain Zaghouan,Location,Surfaces,Depot ain zaghouan tel 5,2 200,19/12/2024,N/A,300 m²
Ain Zaghouan,Vente,App. 2 pièc,S plus 1 ain zaghouan su,205 000,19/12/2024,1,64 m²
El Aouina,Vente,App. 4 pièc,S plus 4 cite el wahat p,365 000,19/12/2024,3,186 m²
El Aouina,Location,App. 3 pièc,Apprt  s 2 à ariana,1 300,19/12/2024,2,150 m²
Bou Mhel,Location,App. 1 pièc,Bureau s0 a boumhel,480,19/12/2024,0,70 m²
